,labels,A680_N0,A680_N1,A680_N2,A680_C0,A680_C1,A680_C2,sites,y,x,A594_N0,A594_N1,A594_N2,A594_C0,A594_C1,A594_C2,A532_N0,A532_N1,A532_N2,A532_C0,A532_C1,A532_C2,A488_N0,A488_N1,A488_N2,A488_C0,A488_C1,A488_C2,A430_N0,A430_N1,A430_N2,A430_C0,A430_C1,A430_C2,A405_N0,A405_N1,A405_N2,A405_C0,A405_C1,A405_C2
13932,27,79.0530929565,0.0,267.211425781,130.625289917,0.0,124.057876587,E9-Site_0,91.4827586207,54.6206896552,549.858276367,1391.02539062,1203.96228027,568.377807617,2118.58129883,1230.54907227,25144.3886719,1651.66491699,61.7998199463,479.186706543,128.299865723,45.7662124634,0.0,0.0,0.0,52.9493408203,329.646972656,0.0,0.0,593.069213867,92.2048187256,0.0,34.6451225281,42.6431045532,0.0,2650.00170898,165.498916626,0.0,813.343383789,85.123550415
13933,28,34.105556488,0.0,223.752029419,63.8442993164,0.0,97.7382354736,E9-Site_0,91.3636363636,271.272727273,415.723114014,1102.6628418,887.215087891,376.68927002,1047.40625,830.121520996,20799.3789062,1486.60095215,27.4739303589,269.045593262,85.3536148071,41.6479034424,0.0,0.0,0.0,47.8400344849,171.608673096,0.0,0.0,636.959106445,136.286804199,0.0,34.6491928101,29.0987129211,0.0,3340.79931641,202.11819458,0.0,560.810241699,40.2058258057
13934,29,68.8274459839,0.0,234.260757446,51.4914550781,0.0,105.143859863,E9-Site_0,93.5,256.5,143.122406006,1180.46362305,497.506530762,94.9449005127,1068.28320312,277.763549805,6179.44433594,288.866516113,18.9035701752,125.6224823,65.5658798218,16.3796977997,0.0,0.0,3.05465102196,74.8217163086,5.13308429718,0.0,0.0,508.237670898,83.9176177979,0.0,38.9565505981,30.8393230438,0.0,2756.57373047,127.86504364,0.0,545.175231934,34.2301864624
13937,32,15.5009498596,0.0,186.254943848,51.1056671143,0.0,86.3348693848,E9-Site_0,95.9230769231,2.92307692308,334.265563965,805.418579102,635.647705078,271.087371826,874.714111328,739.043518066,16588.3984375,1152.65429688,8.44690704346,441.495422363,71.457901001,28.9625587463,0.0,0.0,9.93825531006,0.618745684624,121.546386719,0.0,0.0,735.903747559,153.438293457,0.0,64.1830368042,47.7841033936,0.0,2303.62695312,216.030136108,0.0,496.280090332,92.3635482788
13938,33,123.148040771,0.0,337.390533447,137.455947876,0.0,268.730133057,E9-Site_0,100.315789474,189.263157895,408.698425293,2454.92578125,1081.61364746,441.572875977,1874.9588623,1024.64245605,6940.93310547,432.261749268,49.6586685181,4930.64892578,294.953552246,52.2390060425,0.0,0.0,0.0,0.0,52.9603767395,0.0,0.0,751.563781738,161.736328125,0.0,421.834503174,80.6885070801,0.0,3805.67626953,489.998748779,0.0,2712.03540039,251.080566406
13939,34,77.4498596191,0.0,202.654296875,99.9774398804,0.0,99.6148071289,E9-Site_0,103.125,400.666666667,153.743225098,1736.98046875,633.196044922,156.526779175,1821.06982422,402.462463379,9914.81835938,571.281738281,33.7679176331,258.98538208,119.800018311,44.2342605591,0.0,0.0,0.0,113.155258179,0.0,0.0,0.0,432.224060059,73.1693496704,0.0,43.4434738159,51.5694961548,0.0,2341.11230469,155.925430298,0.0,732.794921875,63.102645874
13940,35,79.8137588501,0.0,240.486633301,68.6524276733,0.0,82.5732879639,E9-Site_0,104.285714286,271.785714286,155.344161987,1294.25158691,574.445922852,810.770812988,1289.03503418,1703.95349121,5503.92675781,317.332244873,22.7486343384,419.971252441,89.0286712646,50.3140678406,0.0,0.0,0.0,15.8261175156,503.088562012,0.0,0.0,413.203491211,140.717163086,0.0,23.3302097321,35.5015335083,0.0,2508.37939453,217.169265747,0.0,582.066040039,55.7045478821
13941,36,0.0,0.0,206.934387207,91.7930984497,0.0,157.146469116,E9-Site_0,107.508196721,45.7868852459,799.542907715,1151.84570312,1802.07409668,168.258178711,1462.64782715,559.38470459,31849.5625,2353.74584961,40.043258667,277.125488281,100.8565979,37.7584686279,0.0,0.0,0.0,31.6494159698,3.95145320892,0.0,0.0,477.868225098,78.4365234375,0.0,56.4537086487,63.7533874512,0.0,1979.73718262,142.55645752,0.0,710.171875,71.8799514771
13942,37,6.99058961868,0.0,314.650085449,146.118530273,0.0,172.036102295,E9-Site_0,108.5,253.0,686.176147461,1365.22412109,831.221618652,709.051696777,1855.04760742,1578.22717285,47065.1523438,3712.55932617,23.8086051941,536.608459473,164.81640625,64.1738510132,0.0,0.0,0.0,180.797988892,242.284805298,0.0,0.0,646.634399414,68.5102386475,0.0,34.1616020203,60.868724823,0.0,3116.76879883,133.853256226,0.0,829.589416504,87.0658111572
13943,38,51.5492935181,0.0,230.604904175,57.989112854,0.0,107.926940918,E9-Site_0,111.55,324.1,147.398208618,805.484985352,353.386535645,186.634094238,857.575073242,538.74621582,9266.56152344,412.719787598,12.8389091492,122.926895142,55.1891555786,21.5119972229,0.0,0.0,0.0,80.3461761475,85.7130126953,0.0,0.0,730.331237793,81.19480896,0.0,30.3408241272,35.0574836731,0.0,2609.82714844,243.129943848,0.0,434.137207031,67.5142364502
13944,39,0.0,0.0,224.760864258,66.4359359741,0.0,89.791809082,E9-Site_0,113.793650794,64.4444444444,870.414306641,1514.13330078,1552.72021484,1078.88671875,1341.39868164,2429.24755859,38608.578125,2565.54492188,35.5662612915,337.902679443,82.248336792,82.3270187378,0.0,0.0,0.0,115.487518311,612.886108398,0.0,0.0,374.896881104,133.547653198,0.0,5.62103033066,42.1671867371,0.0,1968.41394043,223.731536865,0.0,649.270690918,85.2266769409
13945,40,35.2834587097,0.0,211.590652466,52.6925888062,0.0,107.994087219,E9-Site_0,115.0,273.0,233.34034729,987.725891113,561.70123291,258.760650635,1044.09411621,760.512207031,10874.6787109,757.632995605,16.8323097229,226.732315063,70.3050079346,32.6568069458,0.0,0.0,2.12536144257,64.6091003418,100.905776978,0.0,0.0,663.461608887,90.7757415771,0.0,35.5454406738,58.2483139038,0.0,2684.20019531,136.624832153,0.0,631.523864746,95.4258422852
13946,41,76.8540649414,0.0,239.051513672,97.0122451782,0.0,107.779922485,E9-Site_0,117.3,30.15,153.094848633,1019.934021,472.20401001,150.763916016,1557.26977539,403.629455566,10559.3193359,619.298522949,5.3205537796,168.194061279,74.6988220215,16.780008316,0.0,0.0,2.95428848267,66.361656189,0.0,0.0,0.0,360.922546387,103.583892822,0.0,29.0245246887,44.1924591064,0.0,2027.8215332,200.26574707,0.0,676.813659668,75.058631897
13947,42,52.9217910767,0.0,250.274642944,57.6492919922,0.0,80.7768096924,E9-Site_0,118.0,287.0,354.98538208,1154.63220215,892.053894043,174.72668457,1119.0456543,434.315734863,10773.2451172,841.16192627,22.5682201385,175.814178467,64.7055969238,15.9294042587,0.0,0.0,0.0,46.1352005005,55.9958724976,0.0,0.0,459.019287109,73.3650817871,0.0,38.0571212769,30.4312648773,0.0,2493.74365234,226.719345093,0.0,523.292114258,42.235748291
13948,43,110.317825317,0.0,320.169006348,52.7844734192,0.0,55.7772750854,E9-Site_0,121.722222222,228.277777778,84.0132598877,1539.6114502,540.824523926,46.8132209778,595.800048828,241.131866455,4494.78515625,197.589828491,12.6395683289,105.292327881,33.307723999,16.494758606,0.0,0.0,0.0,7.74010038376,0.0,0.0,0.0,861.239501953,70.0629501343,0.0,25.7854423523,45.2867698669,0.0,4817.17382812,467.166625977,0.0,307.612579346,78.2111663818
13949,44,93.302116394,0.0,224.680267334,57.275188446,0.0,72.1881942749,E9-Site_0,123.461538462,2.76923076923,292.053894043,1323.10119629,792.472045898,106.105743408,1374.77246094,254.319869995,8364.8984375,522.022033691,55.8838119507,196.431869507,54.6167984009,0.421627342701,0.0,0.0,0.0,10.6987342834,10.96007061,0.0,0.0,417.32913208,76.034576416,0.0,42.8820381165,47.4034118652,0.0,2119.74682617,218.123794556,0.0,363.152404785,62.2201728821
13950,45,72.8918991089,0.0,214.470336914,63.0283317566,0.0,87.3470458984,E9-Site_0,126.621621622,373.837837838,104.906242371,971.595458984,542.364746094,90.2022399902,804.469970703,315.152648926,4055.3605957,171.909362793,19.0012760162,100.134109497,41.0461997986,21.0460700989,0.0,0.0,0.0333078093827,126.483634949,5.41293954849,0.0,0.0,532.84777832,120.750244141,0.0,36.0152320862,34.7245597839,0.0,2270.8996582,269.713531494,0.0,409.41986084,61.4197769165
13951,46,32.126701355,0.0,125.690093994,52.19165802,0.0,51.3438339233,E9-Site_0,125.9375,404.25,132.720932007,626.87890625,384.954437256,129.656417847,589.213989258,337.819274902,5370.80517578,342.680145264,31.6952896118,124.853713989,44.1684684753,13.5263080597,0.0,0.0,0.0,47.7718582153,49.5253410339,0.0,0.0,367.633483887,80.1960144043,0.0,12.9570245743,25.8781661987,0.0,1564.53857422,167.398498535,0.0,270.556518555,21.6684837341
13952,47,108.263053894,0.0,296.685180664,66.5500946045,0.0,99.3250656128,E9-Site_0,128.0,100.5,317.058746338,1593.74499512,841.404907227,252.42036438,1340.86950684,400.175811768,9435.60546875,565.401062012,39.2743339539,963.911865234,83.2853622437,18.3551158905,0.0,0.0,0.0,0.0,111.082946777,0.0,0.0,634.942382812,128.241317749,0.0,76.7949676514,26.9059257507,0.0,3484.56616211,373.504272461,0.0,706.801208496,37.2435913086
13954,49,66.7958679199,0.0,140.449645996,55.9017448425,0.0,50.5887985229,E9-Site_0,134.0625,414.75,82.3791122437,1017.93322754,477.439758301,181.857284546,776.06262207,469.405731201,3820.97460938,183.624481201,25.021604538,143.87197876,51.3369064331,19.2301654816,0.0,0.0,0.0,28.449136734,44.6774559021,0.0,0.0,259.369598389,71.3747329712,0.0,24.2861595154,20.3570270538,0.0,1961.72937012,209.382476807,0.0,375.382995605,48.6970596313
13955,50,55.4758110046,0.0,265.824188232,71.1514511108,0.0,103.931747437,E9-Site_0,134.0,135.0,213.534103394,1083.7911377,451.393615723,91.6746826172,1278.0,253.121154785,14602.1816406,786.204284668,15.3762283325,140.158218384,63.3762435913,14.7955474854,0.0,0.0,0.222480013967,44.0715942383,0.0,0.0,0.0,555.138122559,89.1576080322,0.0,29.0646324158,29.275100708,0.0,2804.56176758,251.989379883,0.0,519.595825195,72.9582824707
13958,53,106.707138062,0.0,287.95135498,92.7828445435,0.0,117.696960449,E9-Site_0,149.0,375.0625,258.299438477,1304.94055176,697.313964844,188.378662109,1478.49499512,537.128417969,10499.1328125,769.25769043,40.3249397278,234.02432251,70.0511627197,18.0065898895,0.0,0.0,0.0,82.301361084,33.4137077332,0.0,0.0,631.063598633,142.124237061,0.0,52.8220748901,52.1707000732,0.0,2461.04589844,214.518966675,0.0,574.599487305,64.1478881836
13959,54,37.7018661499,0.0,221.130187988,52.6454582214,0.0,72.5238342285,E9-Site_0,150.3,225.75,146.660980225,814.309082031,397.543273926,78.4292678833,596.916015625,255.338470459,8913.93359375,465.358581543,18.0957050323,127.831436157,37.6124191284,11.3056373596,0.0,0.0,3.17950534821,26.2377471924,12.5464076996,0.0,0.0,737.141418457,100.42199707,0.0,37.8620300293,28.7161750793,0.0,3211.85595703,347.677764893,0.0,540.71105957,58.9922637939
13960,55,73.4510650635,0.0,291.713806152,68.0623779297,0.0,95.8642349243,E9-Site_0,152.777777778,265.833333333,61.4096221924,940.734863281,458.891235352,60.8142738342,924.05670166,204.598434448,2273.59863281,121.760910034,19.2238807678,102.221534729,46.1433143616,10.7889280319,0.0,0.0,0.0,93.0003433228,0.0,0.0,0.0,525.82019043,78.0484313965,0.0,23.6159324646,35.1414718628,0.0,3309.84033203,300.197998047,0.0,501.194732666,47.7374000549
13961,56,122.23790741,0.0,272.379699707,65.9323425293,0.0,88.0885162354,E9-Site_0,158.0,299.647058824,164.30569458,1419.98876953,680.461669922,94.5049591064,1145.95898438,250.602752686,3712.96630859,177.839202881,77.2578125,102.108573914,54.3108901978,14.048535347,0.0,0.0,0.0,38.7578735352,0.0,0.0,0.0,462.589019775,121.436332703,0.0,44.7353248596,26.5749435425,0.0,2437.98071289,285.954833984,0.0,554.18359375,57.200881958
13962,57,74.3092727661,0.0,252.696594238,76.9876708984,0.0,137.109771729,E9-Site_0,161.421052632,281.315789474,71.8189849854,986.516418457,433.727294922,108.231788635,988.52154541,319.343292236,2371.95800781,133.603500366,22.138217926,128.758560181,53.6951560974,17.1898880005,0.0,0.0,0.0,140.238250732,3.24405860901,0.0,0.0,454.724151611,108.151496887,0.0,38.9600257874,45.8919754028,0.0,2757.57543945,331.105163574,0.0,637.445678711,76.0584335327
13963,58,79.7940597534,0.0,286.385375977,150.408416748,0.0,160.585037231,E9-Site_0,165.764705882,367.294117647,107.462516785,1133.34179688,584.436767578,157.205673218,1961.52770996,501.498291016,4961.50927734,237.301239014,19.2307720184,133.563476562,84.8602676392,29.3610019684,0.0,0.0,0.0,264.869262695,0.0,0.0,0.0,443.766815186,86.7510147095,0.0,49.1875267029,66.0250854492,0.0,2780.53735352,237.487136841,0.0,775.050964355,100.814338684
13964,59,148.360839844,0.0,428.219573975,76.8798675537,0.0,145.85546875,E9-Site_0,169.417721519,201.278481013,624.655212402,3243.61645508,1676.6385498,82.5868682861,2813.63183594,493.541992188,16458.1953125,1265.21362305,81.5608901978,245.362380981,164.140594482,13.6947937012,0.0,0.0,0.0,95.6881027222,169.449005127,0.0,0.0,824.350463867,175.825515747,0.0,104.70539856,69.86328125,0.0,4052.37963867,418.501037598,0.0,1641.30102539,118.661148071
13966,61,79.4745178223,0.0,235.811279297,91.0153961182,0.0,140.366439819,E9-Site_0,180.5,176.5,178.857879639,1393.11303711,552.379760742,277.312316895,1456.68835449,723.313354492,6306.52001953,375.875488281,27.4246006012,165.77456665,107.246582031,34.8934020996,0.0,0.0,0.0,88.3802032471,110.292739868,0.0,0.0,373.295166016,115.097816467,0.0,38.8705253601,41.8741188049,0.0,2281.54345703,243.378051758,0.0,888.173400879,98.9581680298
13968,63,68.6103820801,0.0,336.866210938,66.289642334,0.0,115.796073914,E9-Site_0,183.904761905,249.0,683.661621094,1456.09106445,1116.84362793,298.525543213,1091.65026855,886.885009766,12079.0458984,1180.13842773,60.889591217,174.983901978,76.0412216187,28.2055244446,0.0,0.0,0.0,119.612945557,157.639587402,0.0,0.0,803.485290527,125.635490417,0.0,22.6616764069,42.445274353,0.0,3022.88232422,419.417144775,0.0,671.015441895,79.6774291992
13969,64,62.5834541321,0.0,295.941650391,101.21987915,0.0,132.96383667,E9-Site_0,187.0,132.612903226,172.172836304,1346.01611328,676.616394043,233.597335815,1680.33227539,773.385070801,7432.56738281,377.137145996,21.320526123,216.656417847,109.414512634,43.1738357544,0.0,0.0,0.0,90.4138031006,7.71662330627,0.0,0.0,601.157897949,112.138290405,0.0,45.0619049072,61.7279777527,0.0,3266.23461914,262.817596436,0.0,919.444946289,129.512863159
13970,65,156.293563843,0.0,313.93963623,144.79888916,0.0,184.984924316,E9-Site_0,186.818181818,344.0,99.8315505981,1285.92724609,533.440551758,98.162399292,1782.68945312,315.144165039,2335.32788086,132.428710938,38.8049354553,111.063591003,89.4067077637,25.7761497498,0.0,0.0,0.0,283.811645508,0.0,0.0,31.3202095032,477.282592773,149.616790771,0.0,47.1977462769,48.6903762817,0.0,2941.59204102,254.225341797,0.0,921.397705078,117.769393921
13971,66,22.3407173157,0.0,261.719726562,68.911781311,0.0,94.9994277954,E9-Site_0,192.977272727,156.181818182,333.863616943,1083.5032959,588.465209961,205.33366394,1132.60791016,446.726318359,22617.703125,1112.94665527,24.7082328796,242.684020996,81.9383544922,23.8876876831,0.0,0.0,0.0,35.2366600037,47.5456428528,0.0,0.0,502.266204834,92.6200332642,0.0,28.6750202179,34.0415687561,0.0,2408.42626953,221.869720459,0.0,560.343444824,66.2940826416
13972,67,53.3945465088,0.0,218.195709229,62.4083251953,0.0,94.2793502808,E9-Site_0,191.0,183.5,141.713989258,839.625610352,420.414398193,174.07270813,990.900146484,429.165222168,6385.74267578,220.060852051,22.5319786072,136.356216431,71.5168609619,25.650800705,0.0,0.0,0.0,71.008102417,43.5341339111,0.0,0.0,489.993774414,94.9874267578,0.0,21.4890594482,29.8348960876,0.0,2216.15820312,278.674255371,0.0,554.859619141,61.657913208
13973,68,13.8773345947,0.0,258.890075684,84.0100479126,0.0,102.09903717,E9-Site_0,193.166666667,235.5,515.880004883,1265.45263672,870.576049805,623.962890625,1739.65332031,1155.63989258,25589.390625,1852.79296875,28.295841217,243.609176636,112.079605103,43.3728790283,0.0,0.0,0.0,132.647766113,334.245361328,0.0,0.0,662.683532715,128.659790039,0.0,19.3703613281,43.8416519165,0.0,3223.88964844,272.29006958,0.0,838.30859375,113.072364807
13974,69,92.4111938477,0.0,271.126525879,114.362449646,0.0,137.272705078,E9-Site_0,195.473684211,121.0,379.170928955,1550.79833984,936.590698242,455.1199646,1335.87475586,914.471252441,12636.7626953,793.132080078,64.8619995117,281.325836182,95.7375564575,55.5594787598,0.0,0.0,0.0,110.641571045,112.092147827,0.0,0.0,418.160583496,103.118331909,0.0,54.0101089478,37.8503189087,0.0,2479.85839844,201.410140991,0.0,1143.05578613,88.364151001
13975,70,75.5565795898,0.0,257.023101807,85.4803848267,0.0,113.712882996,E9-Site_0,198.403846154,349.192307692,63.8351173401,1082.57995605,440.655395508,77.610534668,1088.43237305,221.401321411,1738.984375,122.824295044,25.9879722595,91.5833282471,58.3035888672,18.8170833588,0.0,0.0,0.0,233.570068359,0.0,0.0,0.0,508.621643066,89.959487915,0.0,25.64585495,36.0700645447,0.0,2935.97314453,265.722869873,0.0,598.561523438,50.2338752747
13976,71,110.770721436,0.0,271.666381836,96.6296005249,0.0,136.465270996,E9-Site_0,201.705882353,377.941176471,24.9294624329,1712.09460449,674.316955566,274.676544189,1326.02331543,608.86114502,202.104263306,78.1731872559,25.1432647705,144.771377563,79.1699905396,33.2426528931,94.7135543823,0.0,0.0,128.472015381,78.3783798218,0.0,0.0,173.806884766,95.527130127,0.0,43.3532981873,44.2386398315,0.0,2443.89355469,146.241149902,0.0,1037.53210449,116.035316467
13977,72,87.1070098877,0.0,235.453323364,57.7488021851,0.0,64.5185775757,E9-Site_0,203.914285714,104.657142857,316.848114014,1502.28186035,835.394836426,17.5181369781,1234.33117676,242.532745361,11772.8583984,652.066650391,43.8197593689,79.1377258301,40.8389129639,11.5065164566,0.0,0.0,0.0,68.5451049805,0.0,0.0,0.0,375.212249756,96.699546814,0.0,34.6268768311,52.4855422974,0.0,2195.53442383,208.666351318,0.0,517.531494141,33.5307846069
13979,74,124.583610535,0.0,272.713409424,111.558570862,0.0,125.222358704,E9-Site_0,210.785714286,193.357142857,165.850280762,1240.74023438,575.008056641,162.989593506,1694.5982666,301.859588623,4461.32519531,213.730712891,22.4364566803,173.563140869,104.814064026,20.2568378448,0.0,0.0,0.0,369.863677979,0.0,0.0,0.0,480.683105469,108.876686096,0.0,46.45570755,41.1995353699,0.0,3025.62841797,374.944030762,0.0,939.070129395,105.424179077
13980,75,0.421099573374,0.0,224.09866333,82.2746429443,0.0,120.79800415,E9-Site_0,213.785714286,244.357142857,632.258789062,1298.45336914,805.845825195,883.416870117,1260.35449219,1551.12426758,29427.6914062,1928.76171875,21.4526557922,316.168304443,100.043685913,71.2855072021,0.0,0.0,0.0,126.111038208,493.575805664,0.0,0.0,547.211425781,124.439544678,0.0,5.31264305115,57.0505828857,0.0,3046.7734375,260.171783447,0.0,774.719848633,100.121124268
13981,76,22.3757629395,0.0,212.388702393,58.1296157837,0.0,113.758392334,E9-Site_0,221.888888889,144.222222222,368.024719238,1268.23925781,708.098022461,594.9375,1195.62414551,1118.05566406,19800.7832031,1122.14111328,25.9124546051,386.037841797,107.110412598,46.7534866333,0.0,0.0,0.0,24.3929767609,183.705291748,0.0,0.0,586.406616211,84.9388580322,0.0,31.6896133423,38.004447937,0.0,2551.06347656,130.014892578,0.0,745.414306641,39.2302589417
13983,78,22.7661876678,0.0,250.764846802,77.8353347778,0.0,118.182235718,E9-Site_0,223.086956522,360.652173913,814.580444336,1633.31469727,1474.20410156,579.065856934,1319.59289551,1048.25830078,34671.0546875,3129.56982422,27.6904258728,211.705673218,85.601890564,28.3471946716,0.0,0.0,0.0,36.709854126,354.792663574,0.0,0.0,596.572570801,18.7326202393,0.0,28.3117389679,47.7360458374,0.0,2295.51269531,161.935974121,0.0,637.771606445,54.7228889465
13984,79,109.692955017,0.0,192.708709717,97.7159729004,0.0,101.559890747,E9-Site_0,230.619047619,121.952380952,115.692626953,1047.23010254,549.455383301,111.009208679,1045.44018555,322.367553711,5583.38964844,293.984802246,13.7010564804,165.947052002,63.3420333862,26.9964447021,0.0,0.0,0.513770759106,37.9416885376,9.32946586609,0.0,0.0,473.761138916,100.660766602,0.0,37.9470672607,22.3954429626,0.0,2962.13452148,134.740570068,0.0,659.700073242,39.4594230652
13987,82,0.0,0.0,174.660430908,43.4392738342,0.0,74.5774307251,E9-Site_0,243.352941176,153.5,377.782592773,700.620727539,375.440002441,327.114257812,770.705444336,765.026489258,23863.9179688,1379.28686523,12.4963569641,246.408569336,68.2343673706,35.3174667358,0.0,0.0,0.0,1.36953556538,202.175231934,0.0,0.0,547.935424805,30.2900562286,0.0,12.703335762,19.2960300446,0.0,2005.77001953,65.2319488525,0.0,360.387817383,19.8315792084
13988,83,45.9961624146,0.0,100.277503967,54.6524009705,0.0,82.2468490601,E9-Site_0,251.767857143,417.303571429,138.739746094,745.194580078,332.289916992,439.775390625,945.626953125,937.002441406,4824.015625,222.934112549,13.5605621338,262.126098633,73.4312286377,36.9796981812,0.0,0.0,0.0,0.0,235.313568115,0.0,1.40294790268,279.16204834,39.3296127319,0.0,19.1717529297,26.6387939453,0.0,1235.94433594,122.803070068,0.0,460.907104492,67.1331939697
13989,84,0.0,0.0,182.837844849,24.1495475769,0.0,39.4979820251,E9-Site_0,245.5,173.6,388.674377441,846.602294922,660.793518066,161.502059937,542.177429199,355.46105957,26820.5546875,1820.82788086,27.8543243408,140.620376587,49.2440490723,9.31338405609,0.0,0.0,0.0,35.0985107422,33.1683959961,0.0,0.0,591.010375977,35.7137718201,0.0,29.4979152679,14.5540056229,0.0,2234.17407227,203.086456299,0.0,326.561523438,32.580368042
13990,85,0.0999043434858,0.0,261.527954102,70.1107177734,0.0,79.1383666992,E9-Site_0,245.925,366.7,674.110351562,1410.77954102,1443.59057617,462.09173584,1165.34436035,807.075317383,29793.2539062,2434.93505859,59.2631645203,232.016738892,80.7375183105,18.7724246979,0.0,0.0,0.0,3.92044210434,194.802764893,0.0,0.0,672.665405273,153.545654297,0.0,24.0800209045,27.7767772675,0.0,2103.93652344,283.007873535,0.0,481.409210205,75.8875045776
13991,86,114.818122864,0.0,247.06463623,74.3782730103,0.0,92.2228164673,E9-Site_0,249.482758621,112.413793103,130.464431763,1005.04064941,650.126464844,107.228652954,1085.61303711,318.158935547,3680.53637695,209.362045288,42.8050308228,140.104324341,60.0163803101,22.1358947754,0.0,0.0,0.0,69.9319610596,0.0,0.0,10.5002889633,403.376312256,65.7840423584,0.0,35.26978302,27.1652908325,0.0,2551.828125,207.938354492,0.0,640.889160156,52.3323822021
13992,87,0.0,0.0,196.994369507,67.7538299561,0.0,84.8097457886,E9-Site_0,248.947368421,144.842105263,843.261779785,1007.20550537,1131.8795166,598.072692871,1070.19335938,927.242492676,45313.515625,2421.96679688,33.5218963623,404.26473999,94.7133636475,33.384677887,0.0,0.0,0.0,0.0,224.5337677,0.0,0.0,435.06842041,93.1507568359,0.0,15.0688114166,24.7145214081,0.0,2625.4909668,178.838394165,0.0,460.936859131,58.0507583618
13993,88,92.9679107666,0.0,246.952575684,84.3625717163,0.0,121.052734375,E9-Site_0,259.142857143,318.321428571,69.2409896851,1033.24121094,435.920898438,69.0687713623,1368.91137695,268.200653076,686.997314453,77.9507446289,20.2661247253,105.291656494,62.7394294739,27.5853633881,0.0,0.0,0.0,100.679397583,0.0,0.0,0.0,262.658996582,82.3463897705,0.0,39.5989494324,43.2574005127,0.0,2876.44995117,271.319641113,0.0,733.351013184,101.657196045
13994,89,0.0,0.0,285.757476807,60.456161499,0.0,111.746902466,E9-Site_0,261.727272727,295.090909091,1458.62890625,1171.30383301,2159.7746582,717.728393555,1442.86694336,1032.75695801,48693.8085938,3500.59936523,82.7049942017,431.278381348,103.636306763,24.6381263733,0.0,0.0,0.0,0.0,473.017150879,0.0,0.0,801.684448242,83.1645202637,0.0,37.6688232422,53.0055160522,0.0,3618.36621094,319.404815674,0.0,832.045166016,73.6557846069
13995,90,97.2314910889,0.0,330.766693115,136.016281128,0.0,96.2383270264,E9-Site_0,273.0,92.6086956522,1367.21350098,1821.14855957,2806.46240234,483.328460693,1833.66552734,835.224243164,30596.2988281,1536.67675781,73.5217437744,1915.44213867,131.293395996,5.87726402283,0.0,0.0,0.0,0.0,131.041809082,0.0,0.0,792.639831543,93.630027771,0.0,87.9134597778,23.2677536011,0.0,3098.03515625,278.54977417,0.0,871.494445801,103.425827026
13997,92,83.0615844727,0.0,229.695251465,145.38117981,0.0,136.992553711,E9-Site_0,286.205882353,84.1176470588,32.8924179077,829.156860352,376.945556641,957.278137207,1846.31494141,1114.01647949,112.421134949,59.0657043457,17.2834434509,1559.7623291,113.714241028,21.3832015991,118.247940063,0.0,0.095321893692,0.0,711.49041748,0.0,0.0,138.827011108,81.163848877,0.0,86.3745727539,56.8552246094,0.0,2596.52148438,293.231506348,0.0,1087.11889648,31.3706665039
13998,93,120.950378418,0.0,362.899658203,61.5448074341,0.0,72.3368835449,E9-Site_0,285.5,305.684210526,2230.65112305,2676.51416016,4169.609375,50.6766777039,953.063110352,146.895339966,23070.8046875,1585.49414062,127.048377991,77.5104827881,40.9337997437,15.4988269806,0.0,684.897705078,0.0,66.1329040527,0.0,0.0,0.0,1312.41845703,65.6647949219,0.0,29.8199424744,31.8156490326,0.0,4190.86523438,396.377075195,0.0,545.747802734,59.2425460815
14000,95,126.668754578,0.0,275.573425293,141.808990479,0.0,159.815612793,E9-Site_0,286.083333333,104.972222222,605.291503906,1707.56115723,1141.8190918,686.04284668,2268.59130859,1138.96801758,12405.2626953,803.56451416,43.4223327637,1250.04101562,172.490890503,28.5815982819,0.0,0.0,0.0,0.0,148.218978882,0.0,0.0,758.060546875,91.0175018311,0.0299019366503,132.411651611,56.2054672241,0.0,3246.10595703,263.529205322,0.0,1091.97216797,183.595306396
14001,96,0.0,0.0,181.69052124,37.0923805237,0.0,38.8162078857,E9-Site_0,288.625,374.9375,319.045257568,701.515869141,319.985290527,72.348236084,744.535339355,221.143844604,23121.8613281,1073.5880127,6.04208755493,127.83996582,46.2636795044,10.4758815765,0.0,0.0,0.0,0.0,1.56448018551,0.0,0.0,473.320739746,55.130607605,0.0,25.8331203461,35.2313308716,0.0,1955.49804688,241.914398193,0.0,303.024810791,49.3721847534
14002,97,66.2975158691,0.0,206.766586304,81.9180908203,0.0,102.616233826,E9-Site_0,296.952380952,175.619047619,210.362869263,884.346984863,481.09777832,279.361022949,1203.31640625,578.789855957,7513.828125,388.54888916,11.2994174957,159.428649902,88.3731689453,37.1034088135,0.0,0.0,0.0,70.8119659424,126.146614075,0.0,0.0,449.688812256,65.8569412231,0.0,33.4403305054,34.689163208,0.0,2143.7644043,227.113342285,0.0,625.239379883,81.252784729
14004,99,52.9211006165,0.0,220.013122559,71.8021850586,0.0,102.356651306,E9-Site_0,309.136363636,174.954545455,210.826629639,821.327575684,448.709960938,239.575469971,1103.70263672,512.176818848,7359.25292969,416.876922607,26.2893257141,148.26322937,68.2002868652,24.3210544586,0.0,0.0,0.0,34.2445220947,75.9572677612,0.0,0.0,449.722900391,102.897361755,0.0,23.7924365997,33.3978729248,0.0,2442.44433594,297.189819336,0.0,548.19140625,95.3424224854
